AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,TOT_EMP,JOBS_1000,LOC_QUOTIENT,A_MEAN,A_MEDIAN,A_PCT10,A_PCT90,H_MEAN,H_MEDIAN
13,Georgia,35-3031,Waiters and Waitresses,71870.0,14.799,0.99,27340.0,20040.0,15080.0,47060.0,13.14,9.64
13,Georgia,41-1011,First-Line Supervisors of Retail Sales Workers,37950.0,7.814,1.08,48930.0,43580.0,29000.0,73360.0,23.53,20.95
13,Georgia,41-2031,Retail Salespersons,142520.0,29.348,1.19,32980.0,29770.0,21930.0,44640.0,15.86,14.31
15,Hawaii,11-0000,Management Occupations,43520.0,70.089,0.99,122890.0,107420.0,58780.0,194570.0,59.08,51.65
15,Hawaii,11-3031,Financial Managers,3420.0,5.512,1.04,137840.0,127370.0,76210.0,209790.0,66.27,61.23
15,Hawaii,13-1161,Market Research Analysts and Marketing Specialists,1520.0,2.451,0.44,69170.0,65870.0,29990.0,117690.0,33.26,31.67
15,Hawaii,13-2011,Accountants and Auditors,4940.0,7.952,0.85,76070.0,67820.0,49050.0,108520.0,36.57,32.61
15,Hawaii,15-0000,Computer and Mathematical Occupations,13570.0,21.849,0.65,99510.0,95260.0,50390.0,158470.0,47.84,45.8
15,Hawaii,15-1211,Computer Systems Analysts,1860.0,3.0,0.93,92210.0,86700.0,60320.0,126160.0,44.33,41.68
15,Hawaii,15-1212,Information Security Analysts,580.0,0.942,0.81,128310.0,125790.0,68900.0,212210.0,61.69,60.47
15,Hawaii,15-1252,Software Developers,1940.0,3.125,0.29,124960.0,119880.0,53840.0,194220.0,60.08,57.64
15,Hawaii,23-1011,Lawyers,2430.0,3.917,0.81,121900.0,116010.0,76180.0,173040.0,58.61,55.78
15,Hawaii,23-2011,Paralegals and Legal Assistants,1170.0,1.877,0.79,64210.0,60890.0,48690.0,83890.0,30.87,29.28
15,Hawaii,25-2021,"Elementary School Teachers, Except Special Education",5270.0,8.486,0.94,61040.0,60420.0,46450.0,77900.0,,
15,Hawaii,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",7130.0,11.475,1.65,63030.0,61830.0,47330.0,78210.0,,
15,Hawaii,29-1051,Pharmacists,1310.0,2.113,0.99,147650.0,150710.0,123340.0,174170.0,70.99,72.46
15,Hawaii,29-1141,Registered Nurses,13100.0,21.099,0.99,123720.0,136320.0,82380.0,146480.0,59.48,65.54
15,Hawaii,29-2034,Radiologic Technologists and Technicians,720.0,1.163,0.8,90260.0,99670.0,37740.0,110900.0,43.4,47.92
15,Hawaii,31-9092,Medical Assistants,3830.0,6.163,1.2,50030.0,48820.0,39090.0,58690.0,24.05,23.47
15,Hawaii,33-9032,Security Guards,9790.0,15.771,1.96,43310.0,41770.0,30220.0,59290.0,20.82,20.08
15,Hawaii,35-3031,Waiters and Waitresses,13830.0,22.28,1.49,59710.0,48570.0,29120.0,105480.0,28.71,23.35
15,Hawaii,41-1011,First-Line Supervisors of Retail Sales Workers,6290.0,10.125,1.4,58190.0,55380.0,38090.0,80590.0,27.98,26.62
15,Hawaii,41-2031,Retail Salespersons,18140.0,29.211,1.19,40280.0,36050.0,29450.0,54540.0,19.36,17.33
16,Idaho,11-0000,Management Occupations,61680.0,72.996,1.03,107850.0,92920.0,42910.0,178030.0,51.85,44.67
16,Idaho,11-3031,Financial Managers,2720.0,3.215,0.61,136070.0,123570.0,76570.0,205780.0,65.42,59.41
16,Idaho,13-1161,Market Research Analysts and Marketing Specialists,3390.0,4.012,0.72,64940.0,59010.0,31200.0,116170.0,31.22,28.37
16,Idaho,13-2011,Accountants and Auditors,5590.0,6.618,0.7,73200.0,64840.0,43260.0,109270.0,35.19,31.17
16,Idaho,15-0000,Computer and Mathematical Occupations,18770.0,22.217,0.66,101690.0,86680.0,44580.0,164030.0,48.89,41.67
16,Idaho,15-1211,Computer Systems Analysts,2230.0,2.643,0.82,76030.0,68810.0,29130.0,133160.0,36.55,33.08
16,Idaho,15-1212,Information Security Analysts,870.0,1.027,0.88,145880.0,121970.0,60920.0,219530.0,70.14,58.64
16,Idaho,15-1252,Software Developers,4960.0,5.868,0.55,125460.0,107900.0,62750.0,168060.0,60.32,51.87
16,Idaho,23-1011,Lawyers,2070.0,2.452,0.51,127340.0,102280.0,62400.0,229800.0,61.22,49.17
16,Idaho,23-2011,Paralegals and Legal Assistants,2250.0,2.658,1.12,54380.0,54020.0,29000.0,74610.0,26.14,25.97
16,Idaho,25-2021,"Elementary School Teachers, Except Special Education",8260.0,9.777,1.08,59540.0,59620.0,43850.0,80930.0,,
16,Idaho,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",6250.0,7.394,1.06,64370.0,60960.0,46220.0,91070.0,,
16,Idaho,29-1051,Pharmacists,1750.0,2.069,0.97,132460.0,138580.0,78920.0,161520.0,63.68,66.63
16,Idaho,29-1141,Registered Nurses,14540.0,17.214,0.81,89770.0,86100.0,65690.0,118460.0,43.16,41.39
16,Idaho,29-2034,Radiologic Technologists and Technicians,1420.0,1.679,1.16,74150.0,78000.0,45030.0,97450.0,35.65,37.5
16,Idaho,31-9092,Medical Assistants,5090.0,6.019,1.17,43600.0,43400.0,35340.0,55700.0,20.96,20.87
16,Idaho,33-9032,Security Guards,2710.0,3.202,0.4,48350.0,40610.0,30650.0,79470.0,23.25,19.52
16,Idaho,35-3031,Waiters and Waitresses,11590.0,13.715,0.92,33780.0,30540.0,16920.0,59760.0,16.24,14.68
16,Idaho,41-1011,First-Line Supervisors of Retail Sales Workers,6790.0,8.039,1.11,49280.0,44990.0,30620.0,71040.0,23.69,21.63
16,Idaho,41-2031,Retail Salespersons,20670.0,24.467,0.99,37050.0,33400.0,23380.0,48010.0,17.81,16.06
17,Illinois,11-0000,Management Occupations,535120.0,88.228,1.24,139280.0,123140.0,58130.0,228870.0,66.96,59.2
17,Illinois,11-3031,Financial Managers,53400.0,8.805,1.66,177310.0,159990.0,95670.0,,85.24,76.92
17,Illinois,13-1161,Market Research Analysts and Marketing Specialists,35350.0,5.828,1.04,80300.0,72840.0,41690.0,134050.0,38.6,35.02
17,Illinois,13-2011,Accountants and Auditors,54690.0,9.017,0.96,88160.0,79300.0,51690.0,132080.0,42.38,38.12
17,Illinois,15-0000,Computer and Mathematical Occupations,178480.0,29.426,0.87,104630.0,100250.0,49120.0,164620.0,50.3,48.2
17,Illinois,15-1211,Computer Systems Analysts,22350.0,3.685,1.14,96560.0,95920.0,52000.0,137580.0,46.42,46.12
17,Illinois,15-1212,Information Security Analysts,4560.0,0.751,0.65,119540.0,114300.0,70870.0,169520.0,57.47,54.95
17,Illinois,15-1252,Software Developers,54490.0,8.984,0.84,127030.0,127770.0,75450.0,172020.0,61.07,61.43
17,Illinois,23-1011,Lawyers,33430.0,5.512,1.14,177740.0,157320.0,73500.0,,85.45,75.63
17,Illinois,23-2011,Paralegals and Legal Assistants,12430.0,2.049,0.86,68960.0,62290.0,44180.0,102270.0,33.15,29.95
17,Illinois,25-2021,"Elementary School Teachers, Except Special Education",61000.0,10.058,1.11,70470.0,64160.0,45750.0,101350.0,,
17,Illinois,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",47890.0,7.896,1.14,82100.0,77020.0,47520.0,129510.0,,
17,Illinois,29-1051,Pharmacists,12450.0,2.052,0.96,136050.0,135880.0,99610.0,166090.0,65.41,65.33
17,Illinois,29-1141,Registered Nurses,139900.0,23.066,1.08,91130.0,86410.0,64930.0,112320.0,43.81,41.54
17,Illinois,29-2034,Radiologic Technologists and Technicians,7500.0,1.237,0.85,78440.0,77890.0,57850.0,101940.0,37.71,37.45
17,Illinois,31-9092,Medical Assistants,22990.0,3.791,0.74,44870.0,45490.0,35560.0,54960.0,21.57,21.87
17,Illinois,33-9032,Security Guards,53560.0,8.83,1.1,43850.0,38630.0,35580.0,59190.0,21.08,18.57
17,Illinois,35-3031,Waiters and Waitresses,84550.0,13.941,0.93,34700.0,29120.0,29120.0,47830.0,16.68,14.0
17,Illinois,41-1011,First-Line Supervisors of Retail Sales Workers,36330.0,5.99,0.83,52500.0,47240.0,35000.0,77220.0,25.24,22.71
17,Illinois,41-2031,Retail Salespersons,132880.0,21.908,0.89,38230.0,34490.0,29580.0,47880.0,18.38,16.58
18,Indiana,11-0000,Management Occupations,164370.0,51.579,0.73,125210.0,104370.0,54880.0,208560.0,60.2,50.18
18,Indiana,11-3031,Financial Managers,11440.0,3.589,0.68,146180.0,132320.0,75420.0,218350.0,70.28,63.62
18,Indiana,13-1161,Market Research Analysts and Marketing Specialists,14780.0,4.638,0.83,71760.0,63380.0,39820.0,111170.0,34.5,30.47
18,Indiana,13-2011,Accountants and Auditors,25280.0,7.933,0.84,83380.0,77410.0,49810.0,125160.0,40.09,37.21
18,Indiana,15-0000,Computer and Mathematical Occupations,68390.0,21.461,0.64,88500.0,81290.0,47790.0,133640.0,42.55,39.08
18,Indiana,15-1211,Computer Systems Analysts,9540.0,2.994,0.93,100990.0,96470.0,61380.0,137900.0,48.55,46.38
18,Indiana,15-1212,Information Security Analysts,2540.0,0.796,0.68,91740.0,78290.0,62710.0,150220.0,44.11,37.64
18,Indiana,15-1252,Software Developers,12690.0,3.984,0.37,107610.0,103570.0,68680.0,151450.0,51.74,49.79
18,Indiana,23-1011,Lawyers,8510.0,2.671,0.55,158270.0,130120.0,69240.0,,76.09,62.56
18,Indiana,23-2011,Paralegals and Legal Assistants,5970.0,1.873,0.79,60220.0,50690.0,40070.0,93930.0,28.95,24.37
18,Indiana,25-2021,"Elementary School Teachers, Except Special Education",28510.0,8.945,0.99,58720.0,58370.0,46060.0,76820.0,,
18,Indiana,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",21560.0,6.766,0.97,64910.0,60430.0,46630.0,93680.0,,
18,Indiana,29-1051,Pharmacists,6200.0,1.946,0.91,133700.0,138690.0,79890.0,165990.0,64.28,66.68
18,Indiana,29-1141,Registered Nurses,68950.0,21.638,1.02,85850.0,80740.0,63720.0,103820.0,41.27,38.82
18,Indiana,29-2034,Radiologic Technologists and Technicians,5270.0,1.655,1.14,73280.0,76600.0,54190.0,95070.0,35.23,36.83
18,Indiana,31-9092,Medical Assistants,22090.0,6.931,1.35,42490.0,42390.0,35930.0,48550.0,20.43,20.38
18,Indiana,33-9032,Security Guards,17900.0,5.617,0.7,42650.0,37560.0,30330.0,64210.0,20.51,18.06
18,Indiana,35-3031,Waiters and Waitresses,43880.0,13.771,0.92,30970.0,27420.0,17410.0,48000.0,14.89,13.18
18,Indiana,41-1011,First-Line Supervisors of Retail Sales Workers,21940.0,6.885,0.95,49590.0,46880.0,29810.0,73340.0,23.84,22.54
18,Indiana,41-2031,Retail Salespersons,82400.0,25.858,1.05,34660.0,30300.0,22830.0,46190.0,16.66,14.57
19,Iowa,11-0000,Management Occupations,98430.0,63.032,0.89,114190.0,99790.0,47860.0,189420.0,54.9,47.98
19,Iowa,11-3031,Financial Managers,9400.0,6.022,1.13,142600.0,130600.0,77290.0,217600.0,68.56,62.79
19,Iowa,13-1161,Market Research Analysts and Marketing Specialists,8290.0,5.308,0.95,75600.0,67300.0,39090.0,124790.0,36.34,32.36
19,Iowa,13-2011,Accountants and Auditors,13970.0,8.945,0.95,80540.0,74290.0,48300.0,121940.0,38.72,35.72
19,Iowa,15-0000,Computer and Mathematical Occupations,39180.0,25.091,0.75,94020.0,87640.0,48940.0,141920.0,45.2,42.14
19,Iowa,15-1211,Computer Systems Analysts,4490.0,2.874,0.89,93330.0,91670.0,61150.0,128030.0,44.87,44.07
19,Iowa,15-1212,Information Security Analysts,1180.0,0.757,0.65,116710.0,112950.0,66520.0,173890.0,56.11,54.3
19,Iowa,15-1252,Software Developers,9840.0,6.298,0.59,116000.0,109850.0,70650.0,169200.0,55.77,52.81
19,Iowa,23-1011,Lawyers,3550.0,2.276,0.47,124130.0,107870.0,49530.0,216600.0,59.68,51.86
19,Iowa,23-2011,Paralegals and Legal Assistants,2530.0,1.618,0.68,56060.0,53280.0,37480.0,78640.0,26.95,25.62
19,Iowa,25-2021,"Elementary School Teachers, Except Special Education",15890.0,10.177,1.13,55580.0,55540.0,38340.0,75960.0,,
19,Iowa,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",11990.0,7.677,1.1,58310.0,58910.0,39820.0,76650.0,,
19,Iowa,29-1051,Pharmacists,2920.0,1.869,0.88,131150.0,133220.0,102380.0,159720.0,63.05,64.05
19,Iowa,29-1141,Registered Nurses,33480.0,21.438,1.01,77780.0,76960.0,62210.0,98280.0,37.39,37.0
19,Iowa,29-2034,Radiologic Technologists and Technicians,2480.0,1.586,1.09,66730.0,64350.0,51800.0,83390.0,32.08,30.94
19,Iowa,31-9092,Medical Assistants,5260.0,3.367,0.65,43500.0,43670.0,36190.0,50950.0,20.91,21.0
19,Iowa,33-9032,Security Guards,6450.0,4.127,0.51,40310.0,37380.0,30810.0,49710.0,19.38,17.97
19,Iowa,35-3031,Waiters and Waitresses,21440.0,13.732,0.92,29710.0,26140.0,15080.0,49380.0,14.29,12.57
19,Iowa,41-1011,First-Line Supervisors of Retail Sales Workers,9730.0,6.229,0.86,50220.0,45390.0,29580.0,73110.0,24.14,21.82
19,Iowa,41-2031,Retail Salespersons,37600.0,24.075,0.98,34170.0,30030.0,23160.0,46080.0,16.43,14.44
20,Kansas,11-0000,Management Occupations,76210.0,53.247,0.75,121650.0,104390.0,52250.0,207430.0,58.49,50.19
20,Kansas,11-3031,Financial Managers,4820.0,3.365,0.63,154730.0,138980.0,90110.0,,74.39,66.82
20,Kansas,13-1161,Market Research Analysts and Marketing Specialists,8340.0,5.825,1.04,71410.0,62230.0,35110.0,123220.0,34.33,29.92
20,Kansas,13-2011,Accountants and Auditors,14030.0,9.802,1.04,81420.0,76400.0,49770.0,122650.0,39.14,36.73
20,Kansas,15-0000,Computer and Mathematical Occupations,39400.0,27.531,0.82,97180.0,93240.0,48910.0,152380.0,46.72,44.83
20,Kansas,15-1211,Computer Systems Analysts,4090.0,2.857,0.88,102220.0,97300.0,61120.0,156400.0,49.14,46.78
20,Kansas,15-1212,Information Security Analysts,1380.0,0.961,0.83,100850.0,99420.0,46270.0,152080.0,48.48,47.8
20,Kansas,15-1252,Software Developers,15850.0,11.077,1.03,112900.0,106660.0,66870.0,163670.0,54.28,51.28
20,Kansas,23-1011,Lawyers,4270.0,2.982,0.61,129530.0,112000.0,64980.0,224240.0,62.27,53.85
20,Kansas,23-2011,Paralegals and Legal Assistants,2330.0,1.625,0.68,54310.0,48910.0,37110.0,80240.0,26.11,23.52
20,Kansas,25-2021,"Elementary School Teachers, Except Special Education",14200.0,9.921,1.1,54280.0,50820.0,46010.0,64120.0,,
20,Kansas,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",11090.0,7.752,1.11,57300.0,58770.0,46810.0,73150.0,,
20,Kansas,29-1051,Pharmacists,3560.0,2.487,1.17,130770.0,134350.0,53730.0,170670.0,62.87,64.59
20,Kansas,29-1141,Registered Nurses,32640.0,22.805,1.07,79430.0,78060.0,60630.0,97870.0,38.19,37.53
20,Kansas,29-2034,Radiologic Technologists and Technicians,2110.0,1.474,1.02,71300.0,68740.0,50840.0,94970.0,34.28,33.05
20,Kansas,31-9092,Medical Assistants,4920.0,3.434,0.67,40700.0,39090.0,33030.0,47920.0,19.57,18.79
20,Kansas,33-9032,Security Guards,6790.0,4.747,0.59,41440.0,36090.0,29730.0,58310.0,19.92,17.35
20,Kansas,35-3031,Waiters and Waitresses,20290.0,14.177,0.95,35080.0,31560.0,15850.0,60170.0,16.87,15.17
20,Kansas,41-1011,First-Line Supervisors of Retail Sales Workers,9650.0,6.741,0.93,48720.0,46080.0,30160.0,71080.0,23.42,22.15
20,Kansas,41-2031,Retail Salespersons,30390.0,21.235,0.86,35720.0,31670.0,23260.0,48260.0,17.17,15.23
21,Kentucky,11-0000,Management Occupations,123890.0,62.141,0.87,108040.0,92090.0,42530.0,185470.0,51.94,44.28
21,Kentucky,11-3031,Financial Managers,6120.0,3.068,0.58,137650.0,125490.0,72310.0,217780.0,66.18,60.33
21,Kentucky,13-1161,Market Research Analysts and Marketing Specialists,5310.0,2.662,0.48,66330.0,59420.0,36580.0,101820.0,31.89,28.57
21,Kentucky,13-2011,Accountants and Auditors,12180.0,6.111,0.65,77450.0,72220.0,47880.0,114800.0,37.24,34.72
21,Kentucky,15-0000,Computer and Mathematical Occupations,38670.0,19.399,0.58,88350.0,80520.0,43120.0,143900.0,42.48,38.71
21,Kentucky,15-1211,Computer Systems Analysts,4700.0,2.355,0.73,89100.0,81270.0,45220.0,151360.0,42.84,39.07
21,Kentucky,15-1212,Information Security Analysts,1790.0,0.897,0.77,102820.0,98210.0,55540.0,166130.0,49.43,47.22
21,Kentucky,15-1252,Software Developers,7070.0,3.547,0.33,114200.0,106200.0,71330.0,164770.0,54.9,51.06
21,Kentucky,23-1011,Lawyers,6380.0,3.202,0.66,116020.0,102670.0,53860.0,193980.0,55.78,49.36
21,Kentucky,23-2011,Paralegals and Legal Assistants,3080.0,1.544,0.65,54460.0,49000.0,37650.0,77800.0,26.18,23.56
21,Kentucky,25-2021,"Elementary School Teachers, Except Special Education",18680.0,9.367,1.04,56880.0,57980.0,40830.0,77250.0,,
21,Kentucky,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",12760.0,6.4,0.92,59960.0,60420.0,43650.0,79950.0,,
21,Kentucky,29-1051,Pharmacists,5310.0,2.664,1.25,130990.0,132750.0,73650.0,163620.0,62.98,63.82
21,Kentucky,29-1141,Registered Nurses,48170.0,24.163,1.14,83900.0,79910.0,63180.0,104430.0,40.34,38.42
21,Kentucky,29-2034,Radiologic Technologists and Technicians,3750.0,1.88,1.3,66280.0,64840.0,47700.0,84080.0,31.86,31.18
21,Kentucky,31-9092,Medical Assistants,14070.0,7.057,1.37,39420.0,38750.0,30220.0,47100.0,18.95,18.63
21,Kentucky,33-9032,Security Guards,13500.0,6.77,0.84,36760.0,35520.0,28680.0,48730.0,17.67,17.08
21,Kentucky,35-3031,Waiters and Waitresses,27800.0,13.942,0.93,29120.0,22260.0,15880.0,50200.0,14.0,10.7
21,Kentucky,41-1011,First-Line Supervisors of Retail Sales Workers,16930.0,8.492,1.18,45090.0,38530.0,27790.0,66960.0,21.68,18.52
21,Kentucky,41-2031,Retail Salespersons,47680.0,23.916,0.97,33270.0,29450.0,21870.0,44540.0,15.99,14.16
22,Louisiana,11-0000,Management Occupations,116230.0,60.804,0.85,117440.0,100430.0,52570.0,194540.0,56.46,48.28
22,Louisiana,11-3031,Financial Managers,7320.0,3.831,0.72,131920.0,119360.0,72840.0,208880.0,63.42,57.38
22,Louisiana,13-1161,Market Research Analysts and Marketing Specialists,5470.0,2.863,0.51,64300.0,57300.0,32350.0,113240.0,30.91,27.55
22,Louisiana,13-2011,Accountants and Auditors,13560.0,7.092,0.76,78330.0,69540.0,46950.0,117190.0,37.66,33.43
22,Louisiana,15-0000,Computer and Mathematical Occupations,25200.0,13.182,0.39,89090.0,76650.0,39990.0,134070.0,42.83,36.85
22,Louisiana,15-1211,Computer Systems Analysts,2510.0,1.313,0.41,95520.0,89800.0,55820.0,157220.0,45.92,43.18
22,Louisiana,15-1212,Information Security Analysts,580.0,0.303,0.26,101280.0,88200.0,63370.0,132410.0,48.69,42.41
22,Louisiana,15-1252,Software Developers,3870.0,2.027,0.19,119790.0,102290.0,64480.0,154220.0,57.59,49.18
22,Louisiana,23-1011,Lawyers,8610.0,4.504,0.93,128020.0,112600.0,61000.0,215990.0,61.55,54.14
22,Louisiana,23-2011,Paralegals and Legal Assistants,4960.0,2.596,1.09,52380.0,47580.0,31460.0,77200.0,25.18,22.88
22,Louisiana,25-2021,"Elementary School Teachers, Except Special Education",21350.0,11.17,1.24,55940.0,52280.0,42920.0,73950.0,,
22,Louisiana,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",14930.0,7.808,1.12,60690.0,59340.0,46340.0,78560.0,,
22,Louisiana,29-1051,Pharmacists,5010.0,2.62,1.23,125450.0,129650.0,94430.0,155890.0,60.31,62.33
22,Louisiana,29-1141,Registered Nurses,46790.0,24.479,1.15,84110.0,78880.0,62830.0,111810.0,40.44,37.92
22,Louisiana,29-2034,Radiologic Technologists and Technicians,3560.0,1.862,1.28,64430.0,62760.0,49050.0,80870.0,30.97,30.17
22,Louisiana,31-9092,Medical Assistants,14030.0,7.339,1.43,34900.0,35870.0,26580.0,42450.0,16.78,17.24
22,Louisiana,33-9032,Security Guards,15780.0,8.254,1.02,35530.0,31660.0,22280.0,49430.0,17.08,15.22
22,Louisiana,35-3031,Waiters and Waitresses,33170.0,17.352,1.16,24240.0,16880.0,15080.0,43690.0,11.66,8.11
22,Louisiana,41-1011,First-Line Supervisors of Retail Sales Workers,17490.0,9.149,1.27,45150.0,42700.0,26670.0,65410.0,21.71,20.53
22,Louisiana,41-2031,Retail Salespersons,51540.0,26.961,1.09,31550.0,28820.0,21160.0,44490.0,15.17,13.86
23,Maine,11-0000,Management Occupations,45010.0,70.829,1.0,121450.0,102980.0,53490.0,203150.0,58.39,49.51
23,Maine,11-3031,Financial Managers,3040.0,4.789,0.9,168440.0,134410.0,82570.0,,80.98,64.62
23,Maine,13-1161,Market Research Analysts and Marketing Specialists,2030.0,3.199,0.57,74730.0,72690.0,42170.0,109150.0,35.93,34.95
23,Maine,13-2011,Accountants and Auditors,4020.0,6.323,0.67,84990.0,77680.0,52920.0,124990.0,40.86,37.35
23,Maine,15-0000,Computer and Mathematical Occupations,14450.0,22.732,0.67,95120.0,86230.0,50960.0,154790.0,45.73,41.46
23,Maine,15-1211,Computer Systems Analysts,2600.0,4.093,1.27,104400.0,98660.0,64060.0,178530.0,50.19,47.43
23,Maine,15-1212,Information Security Analysts,270.0,0.424,0.36,99420.0,93710.0,60590.0,137000.0,47.8,45.05
23,Maine,15-1252,Software Developers,2740.0,4.318,0.4,118110.0,113800.0,76860.0,170700.0,56.78,54.71
23,Maine,23-1011,Lawyers,2080.0,3.273,0.67,122810.0,100340.0,59370.0,209920.0,59.04,48.24
23,Maine,23-2011,Paralegals and Legal Assistants,1260.0,1.99,0.84,58450.0,58510.0,38130.0,78000.0,28.1,28.13
23,Maine,25-2021,"Elementary School Teachers, Except Special Education",6940.0,10.92,1.21,63610.0,62300.0,45230.0,81290.0,,
23,Maine,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",5540.0,8.718,1.25,62690.0,62230.0,46780.0,79660.0,,
23,Maine,29-1051,Pharmacists,1330.0,2.099,0.98,136010.0,136970.0,85880.0,167340.0,65.39,65.85
23,Maine,29-1141,Registered Nurses,16280.0,25.626,1.2,87440.0,82860.0,66330.0,104870.0,42.04,39.84
23,Maine,29-2034,Radiologic Technologists and Technicians,1160.0,1.821,1.26,77090.0,77750.0,57390.0,100010.0,37.06,37.38
23,Maine,31-9092,Medical Assistants,4120.0,6.486,1.26,46940.0,46540.0,38480.0,57060.0,22.57,22.37
23,Maine,33-9032,Security Guards,1760.0,2.769,0.34,42310.0,41400.0,33190.0,53010.0,20.34,19.9
23,Maine,35-3031,Waiters and Waitresses,8540.0,13.438,0.9,52390.0,44550.0,29950.0,95720.0,25.19,21.42
23,Maine,41-1011,First-Line Supervisors of Retail Sales Workers,6020.0,9.48,1.31,54380.0,49440.0,37690.0,73670.0,26.15,23.77
23,Maine,41-2031,Retail Salespersons,17210.0,27.075,1.1,40430.0,36460.0,30640.0,49920.0,19.44,17.53
24,Maryland,11-0000,Management Occupations,257470.0,93.752,1.32,142190.0,129000.0,62050.0,226700.0,68.36,62.02
24,Maryland,11-3031,Financial Managers,19920.0,7.254,1.37,167280.0,157350.0,82880.0,,80.43,75.65
24,Maryland,13-1161,Market Research Analysts and Marketing Specialists,12080.0,4.399,0.79,80360.0,73560.0,38840.0,131660.0,38.63,35.37
24,Maryland,13-2011,Accountants and Auditors,25630.0,9.332,0.99,95950.0,84890.0,59040.0,150560.0,46.13,40.81
24,Maryland,15-0000,Computer and Mathematical Occupations,139570.0,50.823,1.51,127390.0,126180.0,62840.0,192530.0,61.25,60.66
24,Maryland,15-1211,Computer Systems Analysts,15090.0,5.495,1.7,115010.0,103200.0,66580.0,168800.0,55.3,49.62
24,Maryland,15-1212,Information Security Analysts,8770.0,3.194,2.74,145450.0,140480.0,80100.0,206980.0,69.93,67.54
24,Maryland,15-1252,Software Developers,31940.0,11.628,1.08,150800.0,137890.0,86490.0,218190.0,72.5,66.29
24,Maryland,23-1011,Lawyers,16420.0,5.978,1.23,155930.0,143490.0,66430.0,,74.97,68.98
24,Maryland,23-2011,Paralegals and Legal Assistants,5770.0,2.102,0.88,69520.0,63560.0,45820.0,99520.0,33.43,30.56
24,Maryland,25-2021,"Elementary School Teachers, Except Special Education",32330.0,11.774,1.3,73620.0,74720.0,47580.0,101040.0,,
24,Maryland,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",18140.0,6.605,0.95,77000.0,77030.0,50680.0,101190.0,,
24,Maryland,29-1051,Pharmacists,5850.0,2.13,1.0,136210.0,135550.0,108680.0,167230.0,65.49,65.17
24,Maryland,29-1141,Registered Nurses,48980.0,17.835,0.84,96650.0,96830.0,75470.0,121150.0,46.46,46.55
24,Maryland,29-2034,Radiologic Technologists and Technicians,3560.0,1.298,0.9,82570.0,79630.0,63920.0,104110.0,39.7,38.29
24,Maryland,31-9092,Medical Assistants,14700.0,5.352,1.04,45260.0,45060.0,37040.0,55500.0,21.76,21.67
24,Maryland,33-9032,Security Guards,27220.0,9.912,1.23,44850.0,38590.0,33250.0,62330.0,21.56,18.55
24,Maryland,35-3031,Waiters and Waitresses,37680.0,13.721,0.92,41640.0,35140.0,31200.0,60980.0,20.02,16.89
24,Maryland,41-1011,First-Line Supervisors of Retail Sales Workers,22150.0,8.066,1.12,50900.0,46060.0,35830.0,74800.0,24.47,22.15
24,Maryland,41-2031,Retail Salespersons,72010.0,26.221,1.06,37220.0,34310.0,31200.0,45510.0,17.89,16.5
25,Massachusetts,11-0000,Management Occupations,332660.0,91.325,1.28,167440.0,146440.0,71240.0,,80.5,70.4
25,Massachusetts,11-3031,Financial Managers,27690.0,7.601,1.43,204840.0,181170.0,104790.0,,98.48,87.1
25,Massachusetts,13-1161,Market Research Analysts and Marketing Specialists,37320.0,10.245,1.83,99910.0,93430.0,52070.0,161390.0,48.03,44.92
25,Massachusetts,13-2011,Accountants and Auditors,45520.0,12.496,1.33,102030.0,96580.0,64370.0,152960.0,49.06,46.44
25,Massachusetts,15-0000,Computer and Mathematical Occupations,156680.0,43.013,1.28,127930.0,126240.0,66820.0,196540.0,61.51,60.69
25,Massachusetts,15-1211,Computer Systems Analysts,16650.0,4.572,1.42,126190.0,121580.0,78960.0,171650.0,60.67,58.45
25,Massachusetts,15-1212,Information Security Analysts,5780.0,1.586,1.36,129350.0,127610.0,79290.0,178810.0,62.19,61.35
25,Massachusetts,15-1252,Software Developers,54260.0,14.895,1.39,153650.0,150520.0,99360.0,208220.0,73.87,72.37
25,Massachusetts,23-1011,Lawyers,22020.0,6.045,1.25,218340.0,179050.0,80660.0,,104.97,86.08
25,Massachusetts,23-2011,Paralegals and Legal Assistants,7520.0,2.063,0.87,78540.0,74990.0,49850.0,107650.0,37.76,36.05
25,Massachusetts,25-2021,"Elementary School Teachers, Except Special Education",32100.0,8.812,0.98,84050.0,83260.0,57680.0,108620.0,,
25,Massachusetts,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",29100.0,7.989,1.15,87200.0,88990.0,60170.0,108560.0,,
25,Massachusetts,29-1051,Pharmacists,7950.0,2.183,1.02,133640.0,136030.0,99090.0,161770.0,64.25,65.4
25,Massachusetts,29-1141,Registered Nurses,90190.0,24.759,1.16,112610.0,101970.0,76950.0,173590.0,54.14,49.03
